Date,TasMin
1961-01-01 12:00:00,3.041444230499562
1961-01-02 12:00:00,4.533591317888322
1961-01-03 12:00:00,1.903919031656112
1961-01-04 12:00:00,2.8362932797490146
1961-01-05 12:00:00,-0.49680516536162767
1961-01-06 12:00:00,2.504062234877498
1961-01-07 12:00:00,-0.16088484265977998
1961-01-08 12:00:00,3.218773330785327
1961-01-09 12:00:00,2.987551800788493
1961-01-10 12:00:00,2.3274597552403606
1961-01-11 12:00:00,-0.953288721251131
1961-01-12 12:00:00,-1.6824674014387049
1961-01-13 12:00:00,2.6141016572229656
1961-01-14 12:00:00,1.6459833744404502
1961-01-15 12:00:00,1.0142330635801762
1961-01-16 12:00:00,1.3834654975176404
1961-01-17 12:00:00,1.2218508913427348
1961-01-18 12:00:00,6.016493051169871
1961-01-19 12:00:00,5.53177384179624
1961-01-20 12:00:00,3.2852774204237507
1961-01-21 12:00:00,3.9911781620591906
1961-01-22 12:00:00,5.462710750316575
1961-01-23 12:00:00,4.907733084091564
1961-01-24 12:00:00,3.717040386439705
1961-01-25 12:00:00,0.33974854910731045
1961-01-26 12:00:00,-0.88883146451496
1961-01-27 12:00:00,1.813649298807242
1961-01-28 12:00:00,3.1987976313267525
1961-01-29 12:00:00,6.848816851498544
1961-01-30 12:00:00,7.031394784928365
1961-01-31 12:00:00,5.2946368599743545
1961-02-01 12:00:00,3.8795409260302143
1961-02-02 12:00:00,3.919267604193899
1961-02-03 12:00:00,4.443433292746434
1961-02-04 12:00:00,5.245804857833562
1961-02-05 12:00:00,7.30153591948244
1961-02-06 12:00:00,5.188552392295966
1961-02-07 12:00:00,4.684546975581829
1961-02-08 12:00:00,6.948272408805353
1961-02-09 12:00:00,8.115648876795422
1961-02-10 12:00:00,6.400752030783355
1961-02-11 12:00:00,8.864655237384671
1961-02-12 12:00:00,8.281358721048463
1961-02-13 12:00:00,8.455761991651947
1961-02-14 12:00:00,7.5992839877458325
1961-02-15 12:00:00,8.475986564676898
1961-02-16 12:00:00,7.931162592745014
1961-02-17 12:00:00,7.019779118119458
1961-02-18 12:00:00,7.390893263386073
1961-02-19 12:00:00,5.178926632041655
1961-02-20 12:00:00,6.551714014842021
1961-02-21 12:00:00,5.821482267946718
1961-02-22 12:00:00,5.036440747911732
1961-02-23 12:00:00,5.344358115014195
1961-02-24 12:00:00,5.712299050909996
1961-02-25 12:00:00,6.022339041280127
1961-02-26 12:00:00,5.852753236031221
1961-02-27 12:00:00,5.626154820600961
1961-02-28 12:00:00,3.7563673223377063
1961-03-01 12:00:00,7.243006745345536
1961-03-02 12:00:00,7.306513837216518
1961-03-03 12:00:00,1.242618707111669
1961-03-04 12:00:00,4.092883817159271
1961-03-05 12:00:00,4.191403058980515
1961-03-06 12:00:00,5.76847020125509
1961-03-07 12:00:00,7.998043047994547
1961-03-08 12:00:00,6.32339566081734
1961-03-09 12:00:00,4.683852253594477
1961-03-10 12:00:00,6.974657349787878
1961-03-11 12:00:00,4.373921517075774
1961-03-12 12:00:00,8.691690749266607
1961-03-13 12:00:00,8.645658381611597
1961-03-14 12:00:00,7.075527305505023
1961-03-15 12:00:00,5.590693927673209
1961-03-16 12:00:00,2.8997491588510624
1961-03-17 12:00:00,5.656316390757396
1961-03-18 12:00:00,4.333799575341845
1961-03-19 12:00:00,1.0169206057853986
1961-03-20 12:00:00,-2.353300013603472
1961-03-21 12:00:00,3.4854966125599645
1961-03-22 12:00:00,-0.4181676502535878
1961-03-23 12:00:00,5.644663273552975
1961-03-24 12:00:00,5.5971926394761224
1961-03-25 12:00:00,2.905008836274622
