AnalysisYear,EnsembleMember,DaysInYear,AnnualRainfall_mm,AnnualRainfall365_mm,DryDays,DryDays365,LightRainDays,LightRainDays365,ModerateRainDays,ModerateRainDays365,HeavyRainDays,HeavyRainDays365,VeryHeavyRainDays,VeryHeavyRainDays365,LongestDrySpell
2010,08,360,1491.6197852131372,1512.3367266744308,130,131.80555555555554,75,76.04166666666666,107,108.4861111111111,48,48.666666666666664,15,15.208333333333332,26
1981,09,360,952.2963553627067,965.522693631633,170,172.36111111111111,68,68.94444444444444,99,100.375,23,23.319444444444443,6,6.083333333333333,14
1982,09,360,832.0015854220114,843.557162997317,206,208.86111111111111,62,62.86111111111111,68,68.94444444444444,24,24.333333333333332,5,5.069444444444445,20
1983,09,360,1007.2419166863543,1021.2313877514425,176,178.44444444444443,69,69.95833333333333,82,83.13888888888889,33,33.45833333333333,10,10.13888888888889,17
1984,09,360,952.329457464812,965.5562554851565,191,193.65277777777777,60,60.83333333333333,78,79.08333333333333,31,31.430555555555554,9,9.125,15
1985,09,360,955.0995483692782,968.364819874407,165,167.29166666666666,87,88.20833333333333,82,83.13888888888889,26,26.36111111111111,6,6.083333333333333,12
1986,09,360,1202.1888238313832,1218.8858908290413,164,166.27777777777777,71,71.98611111111111,85,86.18055555555556,40,40.55555555555556,11,11.152777777777777,18
1987,09,360,1115.8838837018156,1131.382270975452,166,168.30555555555554,60,60.83333333333333,99,100.375,35,35.48611111111111,11,11.152777777777777,21
1988,09,360,1666.2998386677045,1689.4428919825336,105,106.45833333333333,87,88.20833333333333,107,108.4861111111111,61,61.84722222222222,15,15.208333333333332,12
1989,09,360,1166.4225693448911,1182.6228828080145,156,158.16666666666666,78,79.08333333333333,90,91.25,36,36.5,11,11.152777777777777,12
1990,09,360,1452.5919606797436,1472.7668490225178,157,159.18055555555554,75,76.04166666666666,77,78.06944444444444,51,51.70833333333333,17,17.23611111111111,22
1991,09,360,997.1403188520311,1010.9894899471982,170,172.36111111111111,70,70.97222222222221,94,95.30555555555556,26,26.36111111111111,8,8.11111111111111,22
1992,09,360,1019.1379228083151,1033.2926161806529,183,185.54166666666666,63,63.875,83,84.15277777777777,31,31.430555555555554,10,10.13888888888889,22
1993,09,360,1433.9915984920474,1453.9081484711035,123,124.70833333333333,78,79.08333333333333,107,108.4861111111111,52,52.72222222222222,11,11.152777777777777,21
1994,09,360,1040.1807715379168,1054.6277266981656,185,187.56944444444443,63,63.875,74,75.02777777777777,38,38.52777777777778,10,10.13888888888889,12
1995,09,360,1156.8423308712172,1172.9095854666507,142,143.97222222222223,95,96.31944444444444,84,85.16666666666666,39,39.541666666666664,8,8.11111111111111,12
1996,09,360,1302.1920557951316,1320.2780565700639,169,171.3472222222222,59,59.81944444444444,86,87.19444444444444,46,46.638888888888886,11,11.152777777777777,27
1997,09,360,1064.2497344687595,1079.0309807808255,151,153.09722222222223,83,84.15277777777777,92,93.27777777777777,34,34.47222222222222,4,4.055555555555555,15
1998,09,360,1178.6973770662323,1195.0681739699298,137,138.90277777777777,81,82.125,108,109.5,34,34.47222222222222,7,7.097222222222221,10
1999,09,360,1094.2400935835449,1109.4378726610942,182,184.52777777777777,62,62.86111111111111,78,79.08333333333333,38,38.52777777777778,7,7.097222222222221,23
2000,09,360,1156.4162071870353,1172.4775433979662,173,175.40277777777777,74,75.02777777777777,75,76.04166666666666,38,38.52777777777778,11,11.152777777777777,24
2001,09,360,1558.29363323703,1579.936600365322,147,149.04166666666666,69,69.95833333333333,93,94.29166666666666,51,51.70833333333333,20,20.27777777777778,19
2002,09,360,1167.0571498953998,1183.2662769772803,170,172.36111111111111,60,60.83333333333333,93,94.29166666666666,37,37.513888888888886,7,7.097222222222221,15
2003,09,360,1506.5244523137494,1527.4484030403291,143,144.98611111111111,69,69.95833333333333,96,97.33333333333333,52,52.72222222222222,12,12.166666666666666,14
2004,09,360,1434.9911228596975,1454.9215551216378,153,155.125,62,62.86111111111111,96,97.33333333333333,49,49.68055555555555,10,10.13888888888889,16
2005,09,360,1210.3057855243428,1227.1155881010698,164,166.27777777777777,72,73.0,84,85.16666666666666,40,40.55555555555556,12,12.166666666666666,13
2006,09,360,1520.014064750367,1541.125371205233,161,163.23611111111111,64,64.88888888888889,83,84.15277777777777,52,52.72222222222222,18,18.25,21
2007,09,360,1376.9950833444898,1396.1200150576076,145,147.01388888888889,82,83.13888888888889,85,86.18055555555556,48,48.666666666666664,10,10.13888888888889,29
2008,09,360,1229.6886363125707,1246.7676451502452,148,150.05555555555554,89,90.2361111111111,85,86.18055555555556,38,38.52777777777778,8,8.11111111111111,16
2009,09,360,1245.4735528516826,1262.7717966412893,153,155.125,76,77.05555555555556,91,92.26388888888889,40,40.55555555555556,13,13.180555555555555,12
2010,09,360,1108.3259061684807,1123.7193215319319,154,156.13888888888889,79,80.09722222222221,91,92.26388888888889,36,36.5,7,7.097222222222221,20
1981,10,360,1473.4400005896189,1493.9044450422523,139,140.93055555555554,65,65.90277777777777,115,116.59722222222221,41,41.56944444444444,15,15.208333333333332,35
1982,10,360,1172.9658298446168,1189.257021925792,142,143.97222222222223,100,101.38888888888889,82,83.13888888888889,36,36.5,12,12.166666666666666,11
1983,10,360,1065.3183075353518,1080.1143951400095,191,193.65277777777777,49,49.68055555555555,93,94.29166666666666,27,27.375,11,11.152777777777777,20
1984,10,360,1150.0601942165285,1166.033252469536,162,164.25,71,71.98611111111111,93,94.29166666666666,34,34.47222222222222,13,13.180555555555555,11
1985,10,360,1369.654346260321,1388.6773232917144,145,147.01388888888889,75,76.04166666666666,93,94.29166666666666,47,47.65277777777778,13,13.180555555555555,18
1986,10,360,1455.6590282134234,1475.8765147163876,165,167.29166666666666,63,63.875,84,85.16666666666666,48,48.666666666666664,20,20.27777777777778,20
1987,10,360,1159.1731547254712,1175.272781874436,170,172.36111111111111,68,68.94444444444444,82,83.13888888888889,40,40.55555555555556,8,8.11111111111111,17
1988,10,360,1416.3088567014465,1435.9798130445222,122,123.69444444444444,89,90.2361111111111,100,101.38888888888889,49,49.68055555555555,7,7.097222222222221,9
1989,10,360,1436.3836023523525,1456.3333746072462,154,156.13888888888889,69,69.95833333333333,97,98.34722222222221,40,40.55555555555556,15,15.208333333333332,26
1990,10,360,1142.985174413271,1158.8599685023441,185,187.56944444444443,59,59.81944444444444,80,81.11111111111111,36,36.5,8,8.11111111111111,23
1991,10,360,1134.4980587940095,1150.2549762772596,173,175.40277777777777,75,76.04166666666666,76,77.05555555555556,36,36.5,12,12.166666666666666,21
1992,10,360,1414.8255330474153,1434.4758876730739,134,135.86111111111111,81,82.125,99,100.375,46,46.638888888888886,10,10.13888888888889,9
1993,10,360,1105.741602003232,1121.0991242532768,177,179.45833333333331,65,65.90277777777777,82,83.13888888888889,36,36.5,13,13.180555555555555,22
1994,10,360,1419.9608845905273,1439.6825635431735,164,166.27777777777777,74,75.02777777777777,83,84.15277777777777,39,39.541666666666664,17,17.23611111111111,17
1995,10,360,1214.9752275358949,1231.8498834738934,167,169.31944444444443,75,76.04166666666666,79,80.09722222222221,39,39.541666666666664,13,13.180555555555555,18
1996,10,360,1374.6634001288148,1393.755947352826,152,154.11111111111111,70,70.97222222222221,91,92.26388888888889,47,47.65277777777778,14,14.194444444444443,24
1997,10,360,1125.5279503220822,1141.1602829654444,167,169.31944444444443,80,81.11111111111111,76,77.05555555555556,37,37.513888888888886,11,11.152777777777777,9
1998,10,360,1488.3067445034303,1508.9776715104224,150,152.08333333333331,48,48.666666666666664,111,112.54166666666666,51,51.70833333333333,11,11.152777777777777,21
1999,10,360,1517.8980431499235,1538.9799604158945,151,153.09722222222223,53,53.73611111111111,103,104.43055555555556,53,53.73611111111111,18,18.25,13
2000,10,360,1330.6634160938513,1349.144852428488,162,164.25,66,66.91666666666666,82,83.13888888888889,50,50.69444444444444,13,13.180555555555555,22
2001,10,360,1300.6646927063443,1318.7294801050434,166,168.30555555555554,68,68.94444444444444,79,80.09722222222221,47,47.65277777777778,11,11.152777777777777,14
2002,10,360,732.0548161519541,742.2222441540646,219,222.04166666666666,60,60.83333333333333,58,58.80555555555555,23,23.319444444444443,8,8.11111111111111,19
2003,10,360,1395.1847747073693,1414.5623410227495,163,165.26388888888889,56,56.77777777777777,93,94.29166666666666,48,48.666666666666664,13,13.180555555555555,17
2004,10,360,1018.6377719044508,1032.785518736457,198,200.75,57,57.791666666666664,65,65.90277777777777,40,40.55555555555556,6,6.083333333333333,29
2005,10,360,1120.1466747789482,1135.7042674842112,147,149.04166666666666,82,83.13888888888889,95,96.31944444444444,36,36.5,8,8.11111111111111,16
2006,10,360,1760.147021075413,1784.593507479238,136,137.88888888888889,61,61.84722222222222,108,109.5,55,55.763888888888886,19,19.26388888888889,17
2007,10,360,1395.4413889339194,1414.8225193357794,166,168.30555555555554,59,59.81944444444444,87,88.20833333333333,48,48.666666666666664,12,12.166666666666666,19
2008,10,360,1260.5726892152459,1278.0806432321242,167,169.31944444444443,76,77.05555555555556,76,77.05555555555556,41,41.56944444444444,14,14.194444444444443,16
2009,10,360,1253.379735762773,1270.787787648367,176,178.44444444444443,63,63.875,76,77.05555555555556,45,45.625,13,13.180555555555555,13
2010,10,360,1587.2207229539115,1609.2654552171603,137,138.90277777777777,69,69.95833333333333,102,103.41666666666666,52,52.72222222222222,17,17.23611111111111,18
1981,11,360,1380.5982699136175,1399.77324588464,119,120.65277777777777,83,84.15277777777777,114,115.58333333333333,44,44.61111111111111,12,12.166666666666666,9
1982,11,360,1423.946796060984,1443.7238348951644,150,152.08333333333331,79,80.09722222222221,84,85.16666666666666,47,47.65277777777778,16,16.22222222222222,10
1983,11,360,1566.3100362861944,1588.0643423457248,117,118.625,85,86.18055555555556,114,115.58333333333333,44,44.61111111111111,14,14.194444444444443,15
1984,11,360,1497.9205791005902,1518.7250315880983,130,131.80555555555554,86,87.19444444444444,98,99.3611111111111,46,46.638888888888886,14,14.194444444444443,10
1985,11,360,1717.6506024549435,1741.5068608223733,124,125.72222222222221,81,82.125,100,101.38888888888889,55,55.763888888888886,21,21.291666666666664,14
1986,11,360,1314.9486640638631,1333.211839953639,147,149.04166666666666,75,76.04166666666666,97,98.34722222222221,41,41.56944444444444,12,12.166666666666666,13
1987,11,360,1562.1317697006853,1583.8280442798614,133,134.84722222222223,83,84.15277777777777,99,100.375,45,45.625,17,17.23611111111111,16
1988,11,360,1472.878658143372,1493.335306173141,118,119.63888888888889,95,96.31944444444444,99,100.375,48,48.666666666666664,13,13.180555555555555,9
1989,11,360,1371.0976287949293,1390.140651417081,146,148.02777777777777,78,79.08333333333333,94,95.30555555555556,42,42.58333333333333,15,15.208333333333332,14
1990,11,360,1690.3914029346142,1713.869061308706,83,84.15277777777777,92,93.27777777777777,125,126.7361111111111,60,60.83333333333333,12,12.166666666666666,7
1991,11,360,1585.5146195386167,1607.5356559210975,145,147.01388888888889,66,66.91666666666666,98,99.3611111111111,51,51.70833333333333,17,17.23611111111111,14
1992,11,360,1461.3194195182766,1481.6155225671414,145,147.01388888888889,76,77.05555555555556,91,92.26388888888889,48,48.666666666666664,13,13.180555555555555,18
1993,11,360,1872.5325804034944,1898.5399773535428,107,108.4861111111111,79,80.09722222222221,111,112.54166666666666,63,63.875,22,22.305555555555554,8
1994,11,360,1792.5056942707229,1817.4016066911495,137,138.90277777777777,82,83.13888888888889,89,90.2361111111111,52,52.72222222222222,31,31.430555555555554,20
1995,11,360,1392.9659640347413,1412.3127135352238,147,149.04166666666666,69,69.95833333333333,97,98.34722222222221,47,47.65277777777778,7,7.097222222222221,14
1996,11,360,1579.592869864716,1601.5316597239482,134,135.86111111111111,85,86.18055555555556,86,87.19444444444444,55,55.763888888888886,18,18.25,11
1997,11,360,1460.1480401920953,1480.4278740836521,130,131.80555555555554,92,93.27777777777777,91,92.26388888888889,47,47.65277777777778,17,17.23611111111111,11
1998,11,360,1200.367635148571,1217.0394078589677,175,177.43055555555554,66,66.91666666666666,76,77.05555555555556,43,43.59722222222222,12,12.166666666666666,16
1999,11,360,1243.4175101917408,1260.6871978332927,162,164.25,68,68.94444444444444,80,81.11111111111111,50,50.69444444444444,6,6.083333333333333,25
2000,11,360,1464.9461625935658,1485.292637074032,140,141.94444444444443,75,76.04166666666666,100,101.38888888888889,45,45.625,17,17.23611111111111,17
2001,11,360,1218.713297728102,1235.6398713076587,148,150.05555555555554,82,83.13888888888889,90,91.25,40,40.55555555555556,12,12.166666666666666,16
2002,11,360,1369.665141764321,1388.68826873327,138,139.91666666666666,79,80.09722222222221,94,95.30555555555556,49,49.68055555555555,14,14.194444444444443,11
2003,11,360,1645.9835554981164,1668.844438213368,122,123.69444444444444,72,73.0,115,116.59722222222221,51,51.70833333333333,19,19.26388888888889,16
2004,11,360,1540.389566808557,1561.7838663475648,131,132.81944444444443,80,81.11111111111111,100,101.38888888888889,49,49.68055555555555,22,22.305555555555554,11
2005,11,360,1765.083039974489,1789.598082196357,107,108.4861111111111,81,82.125,110,111.52777777777777,62,62.86111111111111,18,18.25,11
2006,11,360,1580.4264696900502,1602.3768373246342,138,139.91666666666666,67,67.93055555555556,104,105.44444444444444,51,51.70833333333333,17,17.23611111111111,10
2007,11,360,1412.117867879917,1431.7306160449157,128,129.77777777777777,96,97.33333333333333,83,84.15277777777777,53,53.73611111111111,12,12.166666666666666,14
2008,11,360,1549.1802646582905,1570.696657222989,128,129.77777777777777,89,90.2361111111111,93,94.29166666666666,50,50.69444444444444,16,16.22222222222222,14
2009,11,360,1340.4589529631721,1359.0764384209938,142,143.97222222222223,78,79.08333333333333,93,94.29166666666666,47,47.65277777777778,10,10.13888888888889,10
2010,11,360,1834.8657116541149,1860.349957649311,118,119.63888888888889,71,71.98611111111111,103,104.43055555555556,68,68.94444444444444,19,19.26388888888889,17
1981,12,360,1187.992451315395,1204.4923464725532,132,133.83333333333331,101,102.40277777777777,96,97.33333333333333,31,31.430555555555554,11,11.152777777777777,10
1982,12,360,1249.326414762399,1266.6781705229878,121,122.68055555555554,96,97.33333333333333,103,104.43055555555556,40,40.55555555555556,8,8.11111111111111,9
1983,12,360,1415.5177061979657,1435.177674339604,117,118.625,86,87.19444444444444,111,112.54166666666666,46,46.638888888888886,11,11.152777777777777,7
1984,12,360,1207.7280920910844,1224.502093370127,139,140.93055555555554,89,90.2361111111111,93,94.29166666666666,39,39.541666666666664,10,10.13888888888889,10
1985,12,360,1303.7029394035085,1321.8099246730017,131,132.81944444444443,77,78.06944444444444,111,112.54166666666666,41,41.56944444444444,9,9.125,19
1986,12,360,1360.2430689534172,1379.1353337999924,123,124.70833333333333,88,89.22222222222221,107,108.4861111111111,42,42.58333333333333,10,10.13888888888889,12
1987,12,360,1364.476583995192,1383.4276476617918,129,130.79166666666666,84,85.16666666666666,103,104.43055555555556,44,44.61111111111111,16,16.22222222222222,12
1988,12,360,1334.3430214483437,1352.875563412904,98,99.3611111111111,106,107.47222222222221,113,114.56944444444444,43,43.59722222222222,6,6.083333333333333,11
1989,12,360,1448.128149954663,1468.2410409262554,133,134.84722222222223,66,66.91666666666666,115,116.59722222222221,46,46.638888888888886,12,12.166666666666666,20
1990,12,360,1338.691188210897,1357.2841213804927,119,120.65277777777777,100,101.38888888888889,104,105.44444444444444,37,37.513888888888886,13,13.180555555555555,10
1991,12,360,1015.1870470698697,1029.2868671680621,173,175.40277777777777,73,74.01388888888889,81,82.125,33,33.45833333333333,6,6.083333333333333,17
1992,12,360,1213.2377710788185,1230.0882956771354,120,121.66666666666666,93,94.29166666666666,114,115.58333333333333,33,33.45833333333333,9,9.125,9
1993,12,360,1381.133098180604,1400.3155023220013,158,160.19444444444443,82,83.13888888888889,73,74.01388888888889,47,47.65277777777778,22,22.305555555555554,13
1994,12,360,1263.809346970045,1281.362254566851,128,129.77777777777777,92,93.27777777777777,95,96.31944444444444,45,45.625,7,7.097222222222221,11
1995,12,360,1393.1795878595374,1412.5293043575864,130,131.80555555555554,84,85.16666666666666,99,100.375,47,47.65277777777778,12,12.166666666666666,21
1996,12,360,1417.595117626115,1437.2839387042554,140,141.94444444444443,78,79.08333333333333,96,97.33333333333333,46,46.638888888888886,13,13.180555555555555,17
1997,12,360,1505.0074181727127,1525.910298980667,120,121.66666666666666,78,79.08333333333333,118,119.63888888888889,44,44.61111111111111,16,16.22222222222222,12
1998,12,360,1074.73111455934,1089.6579355948863,148,150.05555555555554,97,98.34722222222221,77,78.06944444444444,38,38.52777777777778,6,6.083333333333333,16
1999,12,360,1281.5062521777431,1299.3049501246562,126,127.75,92,93.27777777777777,105,106.45833333333333,37,37.513888888888886,11,11.152777777777777,15
2000,12,360,1407.5553291399265,1427.1047087113143,144,146.0,83,84.15277777777777,83,84.15277777777777,50,50.69444444444444,16,16.22222222222222,17
2001,12,360,1716.8695516676873,1740.7149621075162,124,125.72222222222221,69,69.95833333333333,109,110.51388888888889,58,58.80555555555555,16,16.22222222222222,22
2002,12,360,1364.407191108484,1383.3572909849906,135,136.875,82,83.13888888888889,101,102.40277777777777,42,42.58333333333333,13,13.180555555555555,21
2003,12,360,1641.5250484901132,1664.3240074969203,105,106.45833333333333,95,96.31944444444444,112,113.55555555555554,48,48.666666666666664,18,18.25,9
2004,12,360,1458.0575305957118,1478.3083296317632,126,127.75,95,96.31944444444444,89,90.2361111111111,50,50.69444444444444,15,15.208333333333332,13
2005,12,360,1175.1137740352588,1191.4347986746372,137,138.90277777777777,87,88.20833333333333,104,105.44444444444444,32,32.44444444444444,7,7.097222222222221,16
2006,12,360,1377.626714180916,1396.7604185445398,120,121.66666666666666,106,107.47222222222221,88,89.22222222222221,46,46.638888888888886,13,13.180555555555555,8
2007,12,360,997.7480813221248,1011.6056935627098,188,190.61111111111111,65,65.90277777777777,74,75.02777777777777,33,33.45833333333333,9,9.125,20
2008,12,360,1440.1501305855384,1460.1522157325596,143,144.98611111111111,78,79.08333333333333,94,95.30555555555556,45,45.625,17,17.23611111111111,19
2009,12,360,1610.0629141608101,1632.4248990797103,120,121.66666666666666,74,75.02777777777777,114,115.58333333333333,52,52.72222222222222,16,16.22222222222222,18
2010,12,360,1123.1094392546856,1138.7081814665562,180,182.5,56,56.77777777777777,87,88.20833333333333,37,37.513888888888886,11,11.152777777777777,59
1981,13,360,1213.0327832991331,1229.8804608449543,151,153.09722222222223,77,78.06944444444444,95,96.31944444444444,37,37.513888888888886,9,9.125,16
1982,13,360,1124.1132804981185,1139.725964949481,176,178.44444444444443,55,55.763888888888886,94,95.30555555555556,35,35.48611111111111,10,10.13888888888889,19
1983,13,360,1440.375321471377,1460.3805342695905,156,158.16666666666666,54,54.75,104,105.44444444444444,46,46.638888888888886,11,11.152777777777777,17
1984,13,360,1311.2197772207353,1329.4311630154677,130,131.80555555555554,92,93.27777777777777,97,98.34722222222221,41,41.56944444444444,15,15.208333333333332,8
1985,13,360,1747.8529561730008,1772.1286916754036,121,122.68055555555554,77,78.06944444444444,97,98.34722222222221,65,65.90277777777777,20,20.27777777777778,9
1986,13,360,1172.7904534640409,1189.0792097621525,171,173.375,69,69.95833333333333,83,84.15277777777777,37,37.513888888888886,10,10.13888888888889,19
1987,13,360,1148.0672798386447,1164.0126587252926,150,152.08333333333331,75,76.04166666666666,92,93.27777777777777,43,43.59722222222222,7,7.097222222222221,16
1988,13,360,1280.4718830118975,1298.256214720396,136,137.88888888888889,81,82.125,107,108.4861111111111,36,36.5,8,8.11111111111111,14
1989,13,360,1186.4478672395724,1202.926309840122,149,151.06944444444443,81,82.125,94,95.30555555555556,36,36.5,10,10.13888888888889,15
1990,13,360,965.7119148175022,979.1245803010786,196,198.7222222222222,70,70.97222222222221,62,62.86111111111111,32,32.44444444444444,10,10.13888888888889,11
1991,13,360,1000.0209889534535,1013.9101693555848,161,163.23611111111111,79,80.09722222222221,97,98.34722222222221,23,23.319444444444443,8,8.11111111111111,14
1992,13,360,1290.3984443433826,1308.3206449592628,186,188.58333333333331,56,56.77777777777777,75,76.04166666666666,43,43.59722222222222,16,16.22222222222222,20
1993,13,360,1306.2006209858569,1324.342296277327,149,151.06944444444443,77,78.06944444444444,93,94.29166666666666,41,41.56944444444444,16,16.22222222222222,30
1994,13,360,1315.7338946345376,1334.0079765044616,155,157.15277777777777,75,76.04166666666666,92,93.27777777777777,38,38.52777777777778,14,14.194444444444443,18
1995,13,360,1391.8084595764144,1411.1391326260868,152,154.11111111111111,68,68.94444444444444,88,89.22222222222221,52,52.72222222222222,10,10.13888888888889,13
1996,13,360,1304.6714912842267,1322.7919286631743,153,155.125,67,67.93055555555556,100,101.38888888888889,40,40.55555555555556,9,9.125,14
1997,13,360,1308.135103607198,1326.3036467128536,137,138.90277777777777,70,70.97222222222221,112,113.55555555555554,41,41.56944444444444,7,7.097222222222221,22
1998,13,360,1091.229870197691,1106.3858406171034,160,162.22222222222223,80,81.11111111111111,77,78.06944444444444,43,43.59722222222222,10,10.13888888888889,13
1999,13,360,1529.8286021833032,1551.0762216580713,142,143.97222222222223,67,67.93055555555556,102,103.41666666666666,49,49.68055555555555,14,14.194444444444443,19
2000,13,360,1558.3904034469847,1580.0347146059705,148,150.05555555555554,67,67.93055555555556,91,92.26388888888889,54,54.75,16,16.22222222222222,12
2001,13,360,1415.0580504825416,1434.7116345170214,155,157.15277777777777,61,61.84722222222222,99,100.375,45,45.625,14,14.194444444444443,21
2002,13,360,1434.535382551851,1454.4594850872932,168,170.33333333333331,67,67.93055555555556,73,74.01388888888889,52,52.72222222222222,19,19.26388888888889,19
2003,13,360,1307.8396608917042,1326.0041006263111,151,153.09722222222223,88,89.22222222222221,79,80.09722222222221,42,42.58333333333333,18,18.25,12
2004,13,360,1041.2444570401524,1055.7061856101545,174,176.41666666666666,77,78.06944444444444,72,73.0,37,37.513888888888886,6,6.083333333333333,23
2005,13,360,1560.6605103739928,1582.3363507958538,127,128.76388888888889,74,75.02777777777777,111,112.54166666666666,48,48.666666666666664,17,17.23611111111111,9
2006,13,360,1409.3264277650842,1428.900405928488,143,144.98611111111111,67,67.93055555555556,103,104.43055555555556,47,47.65277777777778,8,8.11111111111111,13
2007,13,360,1797.7604329101218,1822.7293278116513,128,129.77777777777777,71,71.98611111111111,100,101.38888888888889,61,61.84722222222222,20,20.27777777777778,13
2008,13,360,1339.3633175983969,1357.9655858983745,140,141.94444444444443,76,77.05555555555556,96,97.33333333333333,48,48.666666666666664,12,12.166666666666666,12
2009,13,360,1248.591180593286,1265.9327247681927,160,162.22222222222223,70,70.97222222222221,94,95.30555555555556,36,36.5,8,8.11111111111111,16
2010,13,360,1483.737046576292,1504.3445055565182,149,151.06944444444443,61,61.84722222222222,99,100.375,51,51.70833333333333,14,14.194444444444443,19
1981,15,360,1513.8052549861336,1534.8303279720521,135,136.875,68,68.94444444444444,106,107.47222222222221,51,51.70833333333333,13,13.180555555555555,11
1982,15,360,1378.7169409880723,1397.8657873906843,134,135.86111111111111,79,80.09722222222221,104,105.44444444444444,43,43.59722222222222,14,14.194444444444443,10
1983,15,360,1262.6129661488894,1280.1492573454018,131,132.81944444444443,99,100.375,94,95.30555555555556,36,36.5,10,10.13888888888889,8
1984,15,360,1624.0930552136876,1646.6499032027666,120,121.66666666666666,81,82.125,102,103.41666666666666,57,57.791666666666664,12,12.166666666666666,9
1985,15,360,1117.9182415225741,1133.4448837659431,141,142.95833333333331,89,90.2361111111111,102,103.41666666666666,28,28.388888888888886,9,9.125,12
1986,15,360,1114.2075214422487,1129.6826259067243,164,166.27777777777777,66,66.91666666666666,101,102.40277777777777,29,29.402777777777775,7,7.097222222222221,15
1987,15,360,1170.4335399585063,1186.689561346819,194,196.69444444444443,59,59.81944444444444,68,68.94444444444444,39,39.541666666666664,15,15.208333333333332,24
1988,15,360,1355.9835347818512,1374.816639431599,126,127.75,84,85.16666666666666,106,107.47222222222221,44,44.61111111111111,10,10.13888888888889,13
1989,15,360,1209.8716476424945,1226.675420526418,167,169.31944444444443,72,73.0,79,80.09722222222221,42,42.58333333333333,6,6.083333333333333,18
1990,15,360,1502.8180237448921,1523.6904962969045,161,163.23611111111111,58,58.80555555555555,87,88.20833333333333,54,54.75,14,14.194444444444443,16
1991,15,360,1355.3632055911905,1374.1876945577349,153,155.125,75,76.04166666666666,84,85.16666666666666,48,48.666666666666664,12,12.166666666666666,8
1992,15,360,1600.3035962664812,1622.5300351035157,116,117.6111111111111,89,90.2361111111111,94,95.30555555555556,61,61.84722222222222,12,12.166666666666666,12
1993,15,360,1768.4944619391497,1793.0568850216378,131,132.81944444444443,73,74.01388888888889,92,93.27777777777777,64,64.88888888888889,18,18.25,16
1994,15,360,1233.2404662917893,1250.3688061013975,152,154.11111111111111,80,81.11111111111111,86,87.19444444444444,42,42.58333333333333,9,9.125,39
1995,15,360,1383.857397102453,1403.0776387288759,160,162.22222222222223,67,67.93055555555556,82,83.13888888888889,51,51.70833333333333,16,16.22222222222222,13
1996,15,360,1910.0251573636904,1936.5532845492971,135,136.875,65,65.90277777777777,93,94.29166666666666,67,67.93055555555556,28,28.388888888888886,23
1997,15,360,1571.5036180523894,1593.3300571920058,158,160.19444444444443,73,74.01388888888889,78,79.08333333333333,51,51.70833333333333,21,21.291666666666664,16
1998,15,360,1287.1467868043426,1305.0238255099584,144,146.0,80,81.11111111111111,91,92.26388888888889,45,45.625,8,8.11111111111111,14
1999,15,360,1023.8165470955641,1038.0362213607802,187,189.5972222222222,74,75.02777777777777,68,68.94444444444444,31,31.430555555555554,7,7.097222222222221,15
2000,15,360,1216.9139721327829,1233.8155550790714,184,186.55555555555554,58,58.80555555555555,73,74.01388888888889,45,45.625,12,12.166666666666666,23
2001,15,360,1062.2182423424204,1076.971273486065,180,182.5,76,77.05555555555556,69,69.95833333333333,35,35.48611111111111,11,11.152777777777777,11
2002,15,360,1403.979510895981,1423.479226325092,143,144.98611111111111,76,77.05555555555556,93,94.29166666666666,48,48.666666666666664,13,13.180555555555555,10
2003,15,360,1254.1868097918343,1271.6060710389431,178,180.4722222222222,71,71.98611111111111,62,62.86111111111111,49,49.68055555555555,14,14.194444444444443,18
2004,15,360,1469.5324789405308,1489.9426522591493,137,138.90277777777777,69,69.95833333333333,110,111.52777777777777,44,44.61111111111111,17,17.23611111111111,17
2005,15,360,1711.5199245823471,1735.2910346459907,116,117.6111111111111,84,85.16666666666666,108,109.5,52,52.72222222222222,18,18.25,17
2006,15,360,1607.5896936087006,1629.9173282421548,134,135.86111111111111,75,76.04166666666666,96,97.33333333333333,55,55.763888888888886,18,18.25,15
2007,15,360,1627.7628718952815,1650.3706895604937,147,149.04166666666666,62,62.86111111111111,91,92.26388888888889,60,60.83333333333333,19,19.26388888888889,13
2008,15,360,1464.545285039768,1484.8861917764314,143,144.98611111111111,87,88.20833333333333,72,73.0,58,58.80555555555555,18,18.25,12
2009,15,360,979.9821833058527,993.5930469628784,200,202.77777777777777,71,71.98611111111111,59,59.81944444444444,30,30.416666666666664,15,15.208333333333332,20
2010,15,360,1565.1811362099454,1586.91976310175,150,152.08333333333331,72,73.0,92,93.27777777777777,46,46.638888888888886,22,22.305555555555554,14
1981,23,365,1455.1894689452952,1455.1894689452952,153,153.0,67,67.0,98,98.0,47,47.0,15,15.0,10
1982,23,365,1712.9202712483611,1712.9202712483611,138,138.0,65,65.0,104,104.0,58,58.0,22,22.0,16
1983,23,365,1878.0470170564843,1878.0470170564843,137,137.0,65,65.0,96,96.0,67,67.0,20,20.0,24
1984,23,366,1464.9974662336176,1460.9947409160395,145,144.60382513661202,69,68.81147540983606,105,104.71311475409836,47,46.87158469945355,11,10.969945355191257,19
1985,23,365,1461.7028418534096,1461.7028418534096,132,132.0,81,81.0,103,103.0,49,49.0,11,11.0,17
1986,23,365,1602.037079119887,1602.037079119887,157,157.0,64,64.0,89,89.0,55,55.0,24,24.0,14
